2026-08-18T08:09:50+00:00	用户不喜欢百草园品牌的产品	[0.0]	01a013eb8c456d0372d31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户对良品铺子品牌的产品持肯定态度	[0.0]	01a013eb8c456098aed31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户讨厌三只松鼠品牌的产品	[0.0]	01a013eb8c455d14e7d31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户喜欢卫龙辣条	[0.0]	01a013eb8c45f9aafad31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户喜欢吃甜辣口的零食	[0.0]	01a013eb8c4566ecead31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户喜欢鸭爪、卤蛋和牛肉干等食物	[0.0]	01a013eb8c4516f7b3d31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:50+00:00	用户喜欢吃咸口零食	[0.0]	01a013eb8c4501da24d31d74	\N	1	user_profile	\N	2026-08-18T08:09:50+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_b24031853a734552_1787040590925"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:36+00:00	用户在澳洲差点被蛇咬到	[0.0]	01a013eb4e5bf19174d31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:36+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_0821b6ff60159902_1787040576708"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:36+00:00	用户带家人在澳洲摸了袋鼠	[0.0]	01a013eb4e5bc8859cd31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:36+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_0821b6ff60159902_1787040576708"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:36+00:00	用户在2026年8月7日去澳洲旅行，访问了墨尔本和悉尼	[0.0]	01a013eb4e5be5bb86d31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:36+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_0821b6ff60159902_1787040576708"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:36+00:00	用户喜欢悉尼歌剧院	[0.0]	01a013eb4e5b7b61e8d31d74	\N	1	user_profile	\N	2026-08-18T08:09:36+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_0821b6ff60159902_1787040576708"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:18+00:00	表姐在2025年5月31日左右结婚	[0.0]	01a013eb0a9121557ad31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:18+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_946832ec1b971e41_1787040558282"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:18+00:00	表哥在2026年9月8日结婚	[0.0]	01a013eb0a91db62b3d31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:18+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_946832ec1b971e41_1787040558282"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:18+00:00	大姨家买了10万的白银	[0.0]	01a013eb0a910b32cdd31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:18+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_946832ec1b971e41_1787040558282"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:18+00:00	大姨家买了20万的黄金	[0.0]	01a013eb0a91fcff6fd31d74	\N	1	episodic_memory	\N	2026-08-18T08:09:18+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_946832ec1b971e41_1787040558282"",""stage"":""pre_dreaming_extraction""}"
2026-08-18T08:09:18+00:00	奶奶尤其喜欢河北梆子	[0.0]	01a013eb0a91b37105d31d74	\N	1	user_profile	\N	2026-08-18T08:09:18+00:00	pre_dreaming_extraction_user	"{""source_id"":""msg_946832ec1b971e41_1787040558282"",""stage"":""pre_dreaming_extraction""}"
