row_number,created_at,content,mem_id,role,weight,category,subcategory,updated_at,user_id,extra,original_embedding_dim,duplicate_count,source_mem_ids
25,2026-08-19T15:35:58.876137+08:00,2012年，用户的父亲与人合伙做生意赚了200万。,dream_908957f7c08cdb6899edbce3,,1,episodic_memory,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e968d83b2434d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_908957f7c08cdb6899edbce3
13,2026-08-19T15:35:58.876137+08:00,2026年8月18日，用户的弟弟就读于中心小学,dream_22697523e191f8d0bdd7548c,,1,episodic_memory,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013ea9ccb217893d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_22697523e191f8d0bdd7548c
97,2026-08-19T15:35:58.876137+08:00,关于用户期末英语成绩存在冲突记录：一条记忆显示为95分，另一条显示为92分，且均关联2026年8月17日-23日这一时间段，无法确定哪一分数为最终准确值。,dream_4222f85bc661def533d6fd9d,,1,episodic_memory,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013e11e0ca9f01fd31d74"",""01a013e11e0ca0e73ed31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_4222f85bc661def533d6fd9d
175,2026-08-19T15:35:58.876137+08:00,在三大民工漫中，用户最喜欢《死神》的画风。,dream_8bac0ae23c84f8449f25af65,,1,user_profile,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d384c93750c2d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_8bac0ae23c84f8449f25af65
6,2026-08-19T15:35:58.876137+08:00,大姨家购买了10万的白银和20万的黄金,dream_55411327d23e83ff5889fdeb,,1,episodic_memory,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013eb0a910b32cdd31d74"",""01a013eb0a91fcff6fd31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_55411327d23e83ff5889fdeb
5,2026-08-19T15:35:58.876137+08:00,奶奶尤其喜欢河北梆子，且习惯在上午听音乐,dream_658cc1419dce95a8f756ede2,,1,user_profile,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013eb0a91b37105d31d74"",""01a013eb0a91975872d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_658cc1419dce95a8f756ede2
170,2026-08-19T15:35:58.876137+08:00,张伟喜欢打篮球和玩密室逃脱。,dream_62f5b04cdb1f91005809b7dc,,1,semantic_memory,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013d41bbf578c1cd31d74"",""01a013d41bbf949fd2d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_62f5b04cdb1f91005809b7dc
213,2026-08-19T15:35:58.876137+08:00,用户不喜欢去医院,dream_3ee5be9be4bb45dc1ae00102,,1,user_profile,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013bfcb8dcd13d0d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_3ee5be9be4bb45dc1ae00102
206,2026-08-19T15:35:58.876137+08:00,用户不喜欢吃香菜和折耳根,dream_16cc1c864053c6a522830aef,,1,user_profile,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013c11f0942c60cd31d74"",""01a013c11f090737a3d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_16cc1c864053c6a522830aef
209,2026-08-19T15:35:58.876137+08:00,用户不喜欢打桌球，主要原因是觉得桌球太吵,dream_fb77a14e174b50306d1701cd,,1,user_profile,,2026-08-19T15:35:58.876137+08:00,standalone_dreaming_recall_user,"{""source_memory_ids"":[""01a013c09ca4f030f5d31d74"",""01a013c09ca46e5355d31d74""],""is_important"":false,""model"":""qwen3.8:27b"",""temperature"":1.0,""top_p"":0.1}",1,1,dream_fb77a14e174b50306d1701cd
